CNN,zone
5080000,A
5081000,F
5083000,F
5084000,F
5085000,E
5086000,E
5087000,E
5088000,E
5089000,E
5090000,E
5091000,E
5092000,E
5093000,E
5094000,E
5095000,A
5096000,F
5097000,F
5098000,F
5099000,F
510000,B
5100000,F
5101000,F
5102000,F
5103000,F
5104000,F
5105000,C
511000,B
5114000,E
5115000,E
5116000,E
5117000,E
5118000,E
512000,B
5120000,C
5121000,C
5122000,C
5123000,C
5124000,C
5125201,C
5126000,C
5127000,C
513000,B
5134000,F
5135000,F
5136000,F
5139000,B
514000,B
5141000,D
5142000,D
5144000,D
5145000,D
5146000,D
5147000,D
5148000,D
5149000,D
515000,B
5150000,D
5151000,D
5152000,D
5153000,D
5154000,D
5155000,D
5156000,D
5157000,F
5158000,F
5159000,F
516000,B
5160000,F
5161000,F
5162000,F
5163000,F
5164000,F
5165000,E
5166000,E
5167000,E
5168000,E
5169000,B
517000,B
5170000,B
5171000,B
5172000,B
5173000,B
5174000,B
5175000,B
5176000,B
5177000,B
5178000,B
5179000,B
518000,F
5180000,B
5181000,B
5182000,B
5183001,C
5183002,C
5184000,C
5185000,C
5187000,C
5188000,C
5189000,C
519000,C
5190000,C
5191000,C
5192000,C
5193000,C
5194000,D
5195000,D
5196000,D
5197000,D
5198000,D
5199000,D
520000,C
5200000,D
5201000,D
5202000,B
5204000,B
5207000,F
5208000,E
5209000,E
521000,C
5211000,E
5212000,E
5214101,F
5215000,F
5216000,F
5217000,D
5218000,D
5219000,D
522000,C
5220000,D
5221000,D
5225000,C
5227000,F
5229000,C
523000,C
5232000,F
5233000,F
5236000,F
524000,C
5241000,B
5243000,E
5244000,E
5245000,F
5246000,F
5247000,F
5248000,D
5249000,D
525000,C
5250000,D
5251000,D
5252000,D
5253000,D
5254000,D
5256000,D
5258000,E
526000,C
5260000,B
5268000,F
527000,F
5275000,F
5278000,F
528000,F
5286000,F
5289000,C
529000,F
5290000,C
5291000,C
5292000,C
5293000,C
5294000,C
5295000,C
5296000,C
5297000,C
5298000,C
5299000,C
530000,F
5300000,D
5301000,D
5302000,D
5303000,D
5304000,D
5305000,D
5306000,D
5307000,D
5308000,D
5309000,D
531000,F
5310000,D
5311000,D
5312000,D
5313000,D
5314000,D
5316000,D
5317000,D
5318000,D
5319000,D
532000,F
5320000,D
5321000,D
5322000,D
5323000,D
5329000,E
5330101,E
5330201,E
5331101,E
5331201,E
5332101,E
5332201,E
5333101,E
5333201,E
5335000,E
5336000,E
5337000,E
5339000,E
5344000,F
5345000,F
5346000,F
5347000,F
5349000,F
5352000,D
5353000,D
5354000,D
5356000,C
5357000,C
5358000,C
5359000,E
536000,F
5360000,E
5361000,E
5362000,E
5363000,E
5364000,E
5365000,E
5366000,E
5367000,E
5368000,E
5369000,E
537000,F
5370000,E
5372102,E
5372103,E
5372202,E
5372203,E
5373101,E
5373201,E
5375000,E
5376000,D
5377000,D
5378000,D
538000,F
5380000,D
5381000,D
5382000,D
5383000,D
5384000,D
5385000,D
5389001,E
5389002,E
539000,F
5390000,E
5391000,E
5392000,E
5393000,E
5394000,F
5395000,F
5396000,D
5397000,D
5398000,D
5399000,D
540000,B
5402001,D
5402002,D
5403000,A
5406000,F
5407000,F
5408000,F
541000,B
5411000,F
5412000,D
5413000,D
5415000,F
5416000,F
5417000,F
5418000,F
542000,B
5423000,F
5424000,F
5425000,F
5426000,F
5427000,F
5428000,F
5429000,F
543000,B
5430000,F
5431000,F
5432000,F
5433000,F
5434000,F
5435000,F
5436000,B
5437000,B
5438000,B
5439000,B
544000,B
5440000,B
5441000,B
5442000,B
5443000,B
5444000,C
5445000,C
5446000,C
5447000,C
5448000,C
5449000,C
545000,B
5450000,C
5451000,C
5452000,C
5453000,C
5454000,C
5455000,C
5456000,C
5457000,C
5458000,C
5459000,C
546000,B
5460000,C
5462000,D
5463000,D
5464000,D
5465000,D
5466000,D
5467000,D
5468000,D
5469000,D
547000,B
5470000,D
5471000,D
5472000,D
5473000,D
5474000,D
5475000,D
5476000,D
5477000,D
5478000,D
5479000,D
5480000,D
548101,B
5482000,A
548201,B
5483000,A
5485000,A
5486000,F
5487000,F
5489000,A
5490000,A
5491000,A
5491001,A
549101,B
549102,B
5492000,A
549203,B
5493000,A
5494001,A
5494002,A
5496000,A
5497000,A
5498000,A
5499000,A
5500000,A
5501000,A
550101,B
5502000,A
5503000,A
5505000,A
5506000,A
5507000,A
5508000,A
5509000,A
5510001,A
5510002,A
5511000,A
551101,B
551102,B
5512000,A
5513000,A
5514000,A
5515000,A
5516000,A
5517000,A
5518000,A
5519000,A
552000,C
5520000,A
5521000,A
5522000,A
5523000,A
5524000,A
5525000,A
5526000,A
5527000,A
5528000,A
5529000,C
553000,C
5530000,C
5531000,C
5532000,C
5533000,C
5534000,C
5535000,C
5536000,C
5537000,C
5538000,C
5539000,C
554000,C
5540000,C
5541000,C
5542000,C
5543000,C
5544000,C
5545000,C
5546000,C
5547000,C
5548000,C
5549000,A
555000,C
5550000,A
5551000,A
5552000,A
5553000,A
5554000,A
5555000,A
5556000,A
5557000,A
5558000,A
5559000,A
556000,C
5560000,A
5561000,A
5562000,A
5563000,A
5564000,A
5565000,A
5566000,A
5567000,A
5568101,A
5568201,A
5569101,A
5569201,A
557000,C
5570101,A
5570201,A
5571101,A
5571201,A
5572101,A
5572201,A
558000,C
5580000,E
5589000,E
559000,C
5599000,E
560000,F
5600000,E
5601001,E
5601002,E
5602000,E
5603000,D
5605000,F
5606000,F
5607000,F
5608000,F
5609000,F
561000,F
5610000,F
5611000,F
5612000,F
5613000,E
5614000,A
5615000,E
5616000,E
5617000,B
5618000,B
5619000,B
562000,F
5620000,D
5621000,D
5622000,D
5623000,D
5624000,D
5625000,D
5626000,D
5627000,D
5628000,D
5629000,D
5630000,D
5631000,D
563101,F
5632000,D
5633000,D
5635000,F
5636000,E
5637000,E
5638001,F
5638002,F
5639000,F
564000,F
5640000,F
5641000,F
5642000,F
5643000,F
5644000,F
5646000,F
5647001,F
5647002,F
5648000,F
5650000,B
5651000,B
5652000,B
5653000,B
5654000,B
5655000,B
5656000,B
5658000,B
5659000,B
5660000,B
5661000,B
5662000,B
5663000,B
5664000,B
5665000,B
5666000,B
5667000,B
5668000,B
5669000,B
5670000,B
5671000,B
5672000,B
5673000,B
5674000,B
5676000,B
5677000,B
5678000,B
5679000,B
5680000,B
5681000,B
5682000,B
5683000,B
5684000,B
5685000,B
5687000,B
5688000,B
5689000,B
5690000,D
5691000,D
5692000,D
5693000,D
5694000,D
5695000,D
5696000,D
5697000,D
5698000,D
5699000,D
570000,F
5700000,D
5701001,D
5701002,D
5702000,D
5703000,D
5704000,D
5705000,D
5706001,D
5707000,D
5708000,D
5709000,D
571000,F
5710000,D
5712000,D
5713000,D
5714000,D
5718101,F
5718201,F
5719101,F
5719201,F
572000,F
5720101,F
5720201,F
5721101,F
5721201,F
5722101,F
5722201,F
5724000,F
5725000,F
5726000,F
5727000,F
5728000,F
573000,F
5730000,D
5734000,F
5735000,F
5738000,C
5739000,D
574000,F
5741000,F
5742000,F
5743000,E
5744000,E
5745000,E
5746000,E
5747000,E
5748000,E
5749000,E
575000,F
5750000,E
5751000,E
5753000,F
5754000,A
5754001,A
5755000,A
5756000,A
5757000,A
5758000,A
5759000,A
576000,F
5760000,A
5761000,A
5762000,A
5763000,A
5764000,A
5765000,A
5766000,A
5767000,A
5769000,A
5770000,A
5771000,A
5772000,A
5773000,A
5774000,A
5775000,A
5776000,A
5777000,A
5778000,A
5779000,A
578000,B
5780000,D
5782000,D
5783000,D
5784000,D
5785000,D
5786000,D
5787000,D
5788000,D
5789000,D
579000,B
5790000,A
5791000,A
5792000,A
5793000,A
5794000,A
5796000,B
5797000,B
5798000,B
5799000,B
580000,B
5800000,B
5801000,B
5802000,B
5803000,B
5804000,B
5805000,B
5806000,B
5807000,B
5808000,B
5809000,B
581000,B
5810000,B
5811000,B
5812000,B
5813000,B
5814000,B
5815000,B
5816000,B
5817000,B
5818000,B
5819000,B
582000,B
5820000,B
5821000,A
5822000,A
5823000,A
5824000,A
5825000,A
5826000,A
5827000,A
5828000,A
5829000,A
583000,B
5830000,A
5831000,A
5832000,A
5833000,A
5834000,A
5835000,A
5836000,A
5837000,A
5838000,A
5839000,A
584000,B
5840000,A
5841000,A
5845000,F
5846000,F
5847000,F
5848000,C
5849000,F
585000,B
5850000,F
5851000,F
5852000,F
5853000,F
5854000,C
5855000,F
5856000,F
5857000,B
5858000,B
586000,B
5860000,B
5861001,B
5862000,B
5863000,B
5863001,B
5864000,B
5868000,A
5869000,A
587000,B
5870000,A
5871000,A
5872000,A
5873000,A
5874000,A
5875000,A
5876000,A
5877000,A
5878000,A
5879000,F
588000,B
5880000,B
5881000,B
5882000,B
5883000,B
5884000,B
5885000,C
5886001,C
5886002,C
5887000,C
5888000,C
5889000,C
589000,B
5890000,C
5891000,C
5892000,C
5893000,C
5894000,C
5895000,C
5896000,C
590000,D
5900000,C
5901000,C
5903000,C
5906000,C
5907000,C
5908000,C
5909000,C
591000,D
5910000,C
5911000,C
5912000,C
5913000,C
5914000,C
5915000,C
5916000,C
5917000,C
5918000,C
592000,D
5921000,C
5922000,C
5923000,C
5924000,C
5925000,C
5927000,C
5928000,C
5929000,C
593000,D
5930000,C
5931000,C
5932000,C
5933000,C
5934000,C
5935000,C
5936000,C
5937000,C
5938000,C
5939000,C
594000,D
5940000,C
5941000,C
5942000,C
5943000,C
5944000,C
5945000,C
5946000,C
5947000,C
5948000,C
5949000,C
5950000,C
5951000,C
5952000,C
5954000,C
5955000,C
5956000,C
5957000,C
5958000,C
5959000,C
596000,D
5960000,C
5961000,C
5962000,C
5963000,C
5964000,C
5965000,F
5966000,F
5967000,F
5968000,F
5969000,F
597000,D
5970000,F
5971000,F
5972000,F
5973000,F
5974000,F
5975000,F
5976000,F
5977000,F
5978000,F
598000,D
5985000,E
5986000,E
5987000,E
5989000,D
599000,D
5990000,D
5991000,D
5992000,D
5993000,F
5999000,F
600000,D
6000101,F
6000103,F
6000201,F
6000202,F
6001000,F
6003000,D
6006000,F
6007000,F
6009000,F
601000,D
6010000,F
6011000,F
6012000,F
6014000,F
6016101,E
6017101,E
6017201,E
6018000,E
6019000,E
602000,D
6020001,E
6020002,E
6021000,D
6022000,D
6023000,D
6024000,D
6025000,D
6026000,D
6027000,D
6028000,D
603000,D
6032000,D
6033000,D
6034000,D
6035000,D
6035001,D
6036000,F
6037000,B
6038000,B
6039101,B
6039102,B
6039201,B
604000,C
6040102,C
6040103,C
6040104,C
6040201,C
6041102,C
6041103,C
6041202,C
6041204,C
6042101,C
6042201,C
6043101,C
6043201,C
6044101,C
6044201,C
6044202,C
6045101,C
6045201,C
6046101,C
6046201,C
6047101,C
6047102,C
6047201,C
6047202,C
6047203,C
6048101,C
6048201,C
6049101,C
6049201,C
605000,C
6050101,C
6050201,C
6051101,C
6051201,C
6052101,C
6052201,C
6053201,C
6054101,C
6054201,C
6055101,C
6055201,C
6055202,C
6056101,C
6056201,C
6057101,C
6057201,C
6058101,C
6058201,C
6059101,C
6059201,C
606000,C
6060101,C
6060201,C
6061101,C
6061201,C
6062101,C
6062201,C
6063101,C
6063201,C
6064101,C
6064201,C
6065101,C
6065201,C
6066101,C
6066201,C
6067101,C
6067201,C
6068101,C
6068201,C
6069101,C
607000,C
6071101,C
6071201,C
6072101,C
6072201,C
6073101,C
6073201,C
6074101,C
6074201,C
6075101,C
6075201,C
6076101,C
6076201,C
6077101,C
6077201,C
6078101,C
6078201,C
6079101,C
6079201,C
608000,C
6080101,C
6080201,C
6081101,C
6081201,C
6082101,C
6082201,C
6083101,C
6083201,C
6084101,C
6084201,C
6085101,C
6085201,C
6086101,C
6086201,C
6087101,C
6087201,C
6088101,C
6088201,C
6089101,C
6089201,C
609000,C
6090101,C
6090201,C
6091101,C
6091201,C
6092101,C
6092201,C
6093101,C
6093201,C
6094101,C
6094201,C
6095101,C
6095201,C
6096101,C
6096201,C
6097101,C
6098101,C
6098201,C
6099101,C
6099201,C
610000,C
6100101,C
6100201,C
6101000,C
6102000,C
6103000,C
6104000,C
6107000,B
6108000,B
6109000,B
611000,C
6110000,B
6111000,B
6112000,B
6113000,B
6114000,B
6115000,B
6116000,B
6117000,B
6118000,B
612000,C
6124000,D
6125000,D
6126000,D
6127101,F
6127201,F
6128101,F
6129101,F
613000,F
6130201,F
6132101,F
6132201,F
6133101,F
6133201,F
6136101,F
6136201,F
6137101,F
6137201,F
6138101,E
6138201,E
6139201,E
614000,F
6140101,E
6140201,E
6141101,E
6142101,E
6142201,E
6143101,E
6144101,E
6145101,E
6145201,E
6146101,E
6146201,E
6147101,E
6147201,E
6148101,E
6148201,E
6148203,E
6148204,E
6149101,E
6149201,E
615000,F
6150102,E
6151101,E
6152101,E
6153101,E
6154000,F
6155000,F
6156000,F
6157000,F
6158000,F
6159000,F
616000,F
6160000,F
6162000,E
6164000,A
6165000,C
6166000,C
617000,F
6173000,B
6174000,B
6176000,E
6177000,E
6178000,E
618201,F
6186000,E
6187000,E
6188000,E
6189000,E
6190000,E
6191000,E
6195000,D
6196000,D
6197000,D
6198000,D
6199000,D
6200000,D
6201000,D
6202000,D
6203000,D
6204000,E
6205000,E
6206000,E
6211000,F
6212000,D
6213000,D
6214000,E
6215000,E
6216000,D
6218000,F
622000,F
6221000,D
6223000,D
6226000,F
6227000,A
6228000,D
6229000,F
623000,F
6230000,F
6231000,D
6232000,D
6233000,D
6234000,D
6235000,D
6236000,D
6237000,D
6238000,D
6239000,D
624000,F
6240000,D
6243000,E
6244000,E
6245000,E
6247000,E
6248000,A
625000,F
6250000,D
6251000,D
6252000,D
6253000,D
6254000,D
6255000,D
6256000,D
6257000,D
6258000,A
6259000,B
626000,F
6260000,B
6261000,B
6262000,B
6263000,B
6264000,B
6265000,B
6266000,B
6267000,B
6268000,B
6269000,C
627000,F
6270000,C
6271000,C
6272000,C
6273000,C
6274000,C
6275000,C
6276000,C
6277000,C
6278000,C
6279000,C
628000,F
6280000,C
6281000,C
6282000,C
6283000,C
6284000,C
6285000,C
6286000,C
6287000,C
6288000,C
6289000,C
629000,F
6295000,F
6296000,F
6297000,F
6298000,F
6299000,F
630000,F
6300000,F
6301000,F
6302000,F
6303000,F
6305000,D
6307000,B
6308000,B
6309000,B
6311000,B
6312000,B
6313000,B
6314000,B
6315000,B
6316000,B
6317000,B
6318000,B
6319000,B
632000,F
6320000,B
6321000,B
6322000,B
6323000,B
6324000,B
6325000,B
6326000,B
6327000,B
6328001,B
633000,E
6330000,B
6331000,B
6332000,B
6333000,A
6334000,A
6335000,A
6336000,A
6337000,A
6338000,A
6339000,A
634000,E
6340000,A
6341000,A
6342000,A
6343000,A
6344000,A
6345000,A
6346000,A
6347000,A
6348000,A
6349000,A
635000,E
6350000,A
6351000,A
6352000,A
6353000,E
6354000,B
6355000,F
6356000,F
6357000,F
6358000,F
6359000,F
636000,E
6360000,F
6361000,F
6362000,F
6363000,F
6364000,F
6366000,F
6367000,F
6368000,F
6369000,F
6371000,D
6372101,D
6372102,D
6372201,D
6374000,D
6375000,D
6376000,D
6377000,D
6378000,D
6379000,D
638000,E
6381000,B
6383000,B
6384001,B
6384002,B
6385000,B
6386000,B
6387000,A
6388000,A
6389000,A
639000,E
6392000,A
6393000,A
6394000,A
6395000,A
6396000,A
6397000,A
6398000,A
6399000,A
640000,B
6405000,A
6407000,A
6409000,A
641000,B
6410000,A
6411000,A
6412000,A
6414000,A
6415000,A
6416000,A
6417000,A
6418000,A
642000,B
6420000,F
6421000,F
6422000,F
6423000,F
6424000,F
6425000,F
6428000,D
6429000,D
643000,B
6430000,D
6437101,F
6437201,F
6439000,A
644000,B
6440000,A
6442000,A
6443000,A
6444001,A
6445000,A
6446000,A
6447000,A
6448000,A
645000,B
6450000,A
6453000,A
6454000,A
6455000,A
6456000,A
6457000,A
6458000,A
6459000,A
646000,B
6460000,A
6461000,A
6462000,A
6463000,A
6464000,A
6465000,A
6466000,A
6467000,A
6468000,A
6469000,A
647000,B
6470000,A
6471000,A
6472000,A
6473000,A
6474000,A
6475000,A
6476000,A
6477000,A
6478000,A
6479000,A
648000,B
6480000,A
6481000,A
6484000,A
6485000,A
6486000,A
6487000,A
6488001,A
649000,B
6490000,A
6491000,A
6492000,A
6493000,A
6494000,A
6495000,A
6496000,A
6497000,A
6498000,A
6499000,A
650000,B
6500000,A
6501000,A
6502000,A
6503000,A
6504000,A
6505000,A
6506000,A
6507000,A
6508000,A
6509000,A
651000,B
6510000,A
6511000,A
6512000,A
6513000,A
6514000,A
6515000,A
6516000,A
6517000,A
6518000,A
6519000,A
652000,B
6520000,A
6521000,A
6522000,A
6523000,A
6524000,A
6525000,A
6526000,F
6527000,F
6528000,F
653000,B
6530000,E
6536000,E
6537000,E
6539000,E
654000,B
6540000,E
6541000,E
6542000,E
6549000,F
655000,B
6550000,F
6552000,B
6553000,B
6554000,B
6555000,B
6556000,B
6557000,B
6558000,B
6559000,C
656000,B
6560001,C
6560002,C
6561000,C
6562000,C
6563000,C
6564000,C
6565000,C
6566000,C
6567000,C
6568000,C
6569000,C
657000,D
6570000,C
6571000,C
6572000,C
6574101,B
6574201,D
6575101,D
6575102,B
6575103,D
6575201,D
6575202,D
6576102,B
6576103,B
6576201,D
6577101,B
6577201,D
6578101,D
6578102,D
6578201,D
6579101,D
6579201,D
6579202,D
658000,D
6580101,D
6580201,D
6581101,D
6581201,D
6581202,D
6582101,D
6582102,D
6582201,D
6582202,D
6583101,D
6583102,D
6583201,D
6584101,D
6584102,D
6584201,D
6585101,D
6585102,D
6585201,D
6586101,D
6586201,D
6587101,D
6587201,D
6588101,D
6588201,D
6589101,D
6589201,D
659000,D
6590101,D
6590201,D
6591000,D
6591099,D
6592000,E
6593000,E
6594000,E
6595000,E
6596001,E
6596002,E
6596003,E
6597000,B
6599000,E
660000,D
6600000,E
6601000,E
6603000,B
6604000,B
6605000,C
6606000,C
6607000,C
6608000,C
6609000,C
661000,D
6610000,C
6611000,C
6612000,C
6613000,C
6614000,C
6615000,C
6617000,C
6618000,C
6619000,C
662000,D
6620000,C
6621000,C
6622000,C
6623000,C
6624000,C
6625000,D
6626000,D
6627000,D
6628000,D
6634000,F
6635000,F
6636000,D
6637000,D
6638000,D
6639000,D
664000,D
6640000,D
6641000,D
6642000,D
6645000,B
6646000,B
6648000,D
6649000,D
665000,D
6650000,D
6651000,D
6652000,D
6653000,D
6654000,D
6655000,D
6656000,D
6657000,D
6658000,D
6659000,D
666000,D
6660000,D
6661000,D
6662000,D
6668000,E
6669000,E
667000,D
6670000,E
6671000,E
6675000,E
6678000,E
6679000,E
668000,D
6684000,E
6688000,B
6689000,D
669000,C
6693000,F
6694000,F
6695000,F
6696000,F
6697000,D
6698000,D
6699000,B
670000,C
6702000,B
6705000,F
6707000,B
6708000,B
6709000,B
671000,C
6710000,B
6711000,B
6712000,B
6713000,B
6714000,B
6715000,B
6716000,B
6717000,B
6718000,B
672000,C
6720000,B
6721000,B
6722000,B
6724000,B
6725000,B
6726000,B
6727000,B
6728001,B
6729000,B
673000,C
6730000,B
6731000,B
6732000,B
6733000,B
6734000,B
6735000,B
6736000,B
6737000,B
6738000,B
674000,C
6740000,B
6741000,B
6742000,B
6743000,B
6744000,B
6745000,D
6746000,D
6747000,D
6748000,D
6749000,D
675000,C
6750000,D
6751000,D
6752000,D
6753000,D
6754000,D
6755000,D
6756000,D
6757000,D
6758000,D
6759001,D
6759002,D
676000,C
6760000,D
6761000,D
6762000,D
6763000,D
6764000,D
6765000,D
6766000,D
6767000,D
6768000,D
6769000,D
677000,F
6770000,D
6771000,D
6772000,D
6773000,D
6775000,A
6776000,D
6777000,D
6778000,F
6779000,F
678000,F
6780000,F
6781000,F
6782000,F
6783000,A
6788000,E
679000,F
6790000,E
6791000,E
6793000,E
680000,F
6801000,E
6804000,E
6805000,E
6806000,E
6807000,E
6808000,E
6809000,B
681000,F
6810000,B
6813000,C
6814000,B
6815000,B
6816000,B
6817000,B
6818000,C
6819000,C
682000,F
6820000,C
6821000,C
6822000,C
6823000,C
6824000,C
6825000,C
6826000,C
6827000,C
6828000,C
6829000,C
683000,F
6830000,C
6831000,C
6832000,C
6833000,C
6834000,C
6836000,F
6837000,F
6838000,F
6839000,F
684000,F
6840000,F
6841000,F
6842000,F
6843000,F
6844000,F
6845000,F
685000,F
6850000,F
6854000,F
6855000,F
6856000,F
6857000,F
6858000,F
686000,F
6861000,F
6862000,F
6863000,F
6864000,F
6865000,F
6866000,F
6867000,F
6868000,C
687000,F
6872000,E
6873000,E
6875000,B
6876000,B
6877000,B
6879000,C
688000,F
6880000,D
6881000,D
6882000,D
6883000,E
6884000,E
6885000,C
6886000,C
6887000,C
6888000,C
6889000,C
689000,F
6890000,F
6891000,F
6892000,F
6893000,B
6894002,E
6894003,E
6894004,E
6895000,E
6896000,E
6897000,D
6898000,B
6899000,B
690000,F
6900001,B
6903000,C
6904000,C
6905000,D
6907000,D
6909000,D
691000,F
6910000,D
6911000,D
6912000,D
6913000,D
6914000,F
6918000,F
6919000,D
692000,F
6920000,D
6921000,D
6922000,D
6923000,D
6924000,F
6925000,F
6927000,E
6928000,E
6929000,F
693000,F
6935000,D
6937000,D
6938000,D
6939000,D
694000,F
6940000,D
6941000,D
6942000,D
6943101,D
6943201,D
6943202,D
6944000,D
6947000,D
6949000,D
695000,F
6955000,C
6961000,E
6962000,E
6964000,F
6965000,F
6966000,F
6967000,F
6968000,F
6969000,F
697000,E
6970000,F
6971000,F
6972000,F
698000,E
6988000,F
699001,E
6993101,F
6993201,F
6994101,F
6994201,F
6995101,F
6999000,D
7000000,D
7001000,D
7002000,D
7003000,D
7004000,D
7005000,D
7006000,D
7008000,E
7009000,D
701000,E
7010000,D
701001,E
7011000,D
7012000,D
7013000,D
7014000,D
7015000,D
7019000,D
702000,E
7020000,F
7022000,E
7023000,D
7026000,A
7027000,B
7028000,B
7029000,B
703000,E
7030000,B
7031000,B
7032000,B
7033000,B
7035000,B
7036000,B
7037000,B
7038000,B
7039001,B
704000,E
7041000,B
7042000,B
7043000,B
7044000,B
7045000,B
7046000,B
7047000,B
7048000,B
7049000,B
705000,E
7050000,B
7051000,B
7052000,B
7053000,B
7054000,B
7055000,B
7056000,B
7057000,B
7058000,B
7059000,B
706000,E
7060000,F
7061000,F
7062000,F
7063000,F
7064000,E
707000,E
7070000,E
7071001,E
7071002,E
7072000,E
7073000,E
7074000,E
7075000,E
7076000,E
7077000,E
7078000,E
708000,E
7080000,E
7082000,F
7083000,F
7084000,F
7085000,F
7086000,F
7087000,F
709000,E
7095000,E
7098000,F
710000,E
7100000,F
7101000,F
7102000,F
7103000,F
7104000,F
7105000,F
7106000,F
7108000,F
7109000,F
711000,E
7110000,F
7111000,F
7112000,B
7113000,B
7114000,B
7115000,B
7116000,B
7117000,B
7118000,B
7119000,B
7120000,B
7121000,B
7122000,B
7123000,A
7124000,A
7125000,A
7126000,A
7127000,A
7128000,A
7129000,A
713000,E
7130000,A
7131000,A
7132000,A
7133000,A
7134000,A
7135000,A
7136000,A
7137000,A
7138000,A
7139000,A
714000,E
7140000,A
7141000,A
7142000,A
7143000,A
7144000,A
7145000,A
7146000,A
7147000,A
7148000,A
7149000,A
715000,D
7150000,A
7151000,A
7156000,A
7157000,F
7158101,F
7158201,F
716000,D
7165000,E
7166000,E
7167000,E
7168000,E
7169000,E
717000,B
7170000,E
7171000,E
7172000,E
7173000,E
7174000,E
7175000,E
7177000,E
7178000,E
718000,D
7182000,E
7183000,E
719000,D
7193000,E
7195000,E
7196000,E
7197000,E
7198000,E
7199000,E
720000,D
7200000,E
7201000,E
7202000,E
7203000,E
7204101,E
7204201,E
7205101,E
7205102,E
7205103,E
7205201,E
7206101,E
7206201,E
7207101,E
7207201,E
7208201,E
721000,B
7210000,D
7210001,D
7216000,E
7217000,E
722000,D
7220000,E
7221000,E
7222000,E
7223000,E
7224000,E
7225000,E
7226000,E
7227000,E
7228000,E
7229000,E
723000,D
7230000,E
7232000,E
7233000,E
7234000,E
7235000,E
7236000,E
7237000,E
7238000,E
7239000,E
7240000,E
7241000,E
7242000,E
7247000,E
7248000,E
7249000,E
725000,D
7250000,E
7251000,E
7252000,E
7253000,E
7254000,E
7255000,E
7256000,E
7257000,E
7258000,E
7259101,E
7259201,E
726000,B
7260000,E
7262000,E
7265000,F
7270000,E
7273000,E
7274000,C
7278000,F
7279000,F
728000,B
7280000,F
7281000,F
7282000,F
7283000,F
7284000,F
7285000,F
7286000,F
7287000,F
7288000,F
7289000,F
729000,D
7290000,F
7291000,F
7292000,F
7293000,F
7294000,F
7295000,F
7296000,F
7297000,F
7298000,F
7299000,F
730000,D
7300000,F
7301000,F
7302000,F
7303000,F
7305000,F
7309000,F
731000,D
7310000,F
7311000,F
7315000,F
7316000,F
7319000,F
732000,D
7320000,F
7322000,F
7323000,F
7324000,F
7326000,F
7328000,E
733000,D
7330000,B
7331000,E
7339000,F
734000,D
7340000,E
7341000,E
7342000,E
7343000,E
7344000,E
7345000,E
7346000,E
7347000,E
7348000,E
7349000,B
735000,D
7350000,B
7351000,B
7352000,C
7353000,C
7356000,B
7357000,B
7358000,B
7359000,A
736000,D
7360000,A
7361000,A
7362000,A
7363000,A
7364000,A
7365000,A
7366000,A
7367000,A
7368000,A
7369000,A
737000,D
7371000,A
7373000,A
738000,D
7382000,A
7384000,A
7385000,A
7386000,A
7387000,A
7388000,A
7389000,A
739000,D
7390000,A
7391000,A
7392000,A
7393000,A
7394000,A
7395000,A
7396000,A
7397000,A
7398000,A
7399000,A
740000,D
7400000,A
7401000,A
7402000,A
7403000,A
7404000,A
7405000,A
7406000,A
7407000,A
7408000,A
7409000,A
741000,D
7410000,A
7411000,C
7412000,C
7413000,C
7414000,C
7415000,C
7416000,C
7417000,C
7418000,C
7419000,D
742000,D
7420000,E
7425000,E
7426000,E
7428000,E
7429000,E
743000,D
7430000,E
7431000,E
7432000,E
7433000,E
7434000,E
7435000,E
7437000,D
7438000,D
7439000,D
744000,D
7440000,D
7441000,D
7442000,D
7443000,D
7444000,D
7445000,D
7446000,D
7447000,D
7448000,D
745000,D
7453000,F
7454000,C
7456000,A
7457000,A
7458001,A
7458002,A
7459000,A
746000,D
7461000,A
7462000,A
7463000,A
7464000,A
7465000,A
7466000,E
7468000,E
7469000,E
747000,D
7470000,E
7471000,E
7473000,E
7474000,E
7476000,E
7478000,E
748000,D
7481000,E
7483000,E
7487000,E
7489000,E
749000,C
7490000,E
7491000,E
7492000,E
7493000,E
7496000,E
7497000,E
7499000,E
750000,C
7500101,E
7500201,E
7500204,E
7501000,E
7502000,E
7503000,E
7504000,E
7505000,E
7507000,D
7508000,D
7509000,D
751000,C
7510000,D
7511000,D
7512000,D
7513000,D
7514000,D
7518000,B
7519000,B
752000,C
7527000,B
753000,C
754000,C
755000,C
7552000,A
7553000,F
7559000,A
756000,C
7561000,A
7563000,B
7564000,B
7565000,B
7566000,B
7567000,B
7569000,B
757000,F
7570000,B
7571000,B
7572000,B
7573000,B
7574000,B
7575000,A
7576000,A
7577000,A
7578000,A
7579000,A
758000,F
7580000,A
7581000,A
7582000,A
7583000,A
7584000,A
7585000,A
7586000,A
7587000,A
7588000,A
759000,F
7590000,A
7591000,A
7592000,A
7593000,A
7594000,A
7595000,A
7596000,A
7597000,A
7598000,A
760000,F
7600000,A
7601000,A
7602000,A
7604000,F
7605000,F
7606000,F
7607000,F
7608000,F
7609000,F
761000,F
7610000,F
7611000,F
7612000,F
7613000,F
7614000,F
7615000,F
7616000,C
7617000,C
7618000,F
7619000,F
762000,F
7621000,D
7622000,F
7627000,F
7628000,F
763000,F
7631000,F
7632000,F
7633000,F
7634000,F
7635000,F
7636000,F
